index,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Platform_Unified
6842,2012.0,Action,0.15,0.06,0.01,0.02,0.24,71.0,54.0,6.5,131.0,T,Microsoft
6855,2016.0,Sports,0.2,0.01,0.0,0.03,0.24,77.0,23.0,4.0,38.0,E10+,Microsoft
6863,2010.0,Shooter,0.0,0.19,0.0,0.05,0.24,81.0,40.0,8.1,1472.0,M,
6875,2011.0,Action,0.07,0.13,0.0,0.03,0.24,63.0,35.0,6.1,12.0,E10+,Microsoft
6878,2015.0,Role-Playing,0.09,0.01,0.13,0.01,0.24,77.0,44.0,7.9,49.0,E10+,Nintendo
6879,2013.0,Misc,0.17,0.05,0.0,0.02,0.24,73.0,5.0,6.2,40.0,E,Microsoft
6890,2011.0,Misc,0.16,0.06,0.0,0.02,0.24,53.0,31.0,5.2,10.0,T,Microsoft
6892,2016.0,Sports,0.05,0.17,0.0,0.02,0.24,87.0,22.0,8.3,194.0,E,Microsoft
6894,2010.0,Action,0.12,0.09,0.0,0.02,0.24,75.0,13.0,7.7,15.0,T,Nintendo
6898,2011.0,Action,0.14,0.07,0.0,0.03,0.24,50.0,33.0,4.8,37.0,T,Sony
6910,2012.0,Adventure,0.05,0.14,0.0,0.04,0.24,65.0,16.0,7.4,34.0,M,Sony
6912,2013.0,Sports,0.15,0.05,0.0,0.04,0.24,43.0,25.0,2.7,175.0,E,Sony
6915,2012.0,Role-Playing,0.1,0.1,0.0,0.03,0.24,53.0,14.0,5.5,81.0,M,Sony
6917,2016.0,Action,0.12,0.1,0.0,0.02,0.24,69.0,4.0,6.8,15.0,E10+,Nintendo
6919,2011.0,Action,0.18,0.04,0.0,0.02,0.24,47.0,51.0,5.0,72.0,T,Microsoft
6925,2013.0,Action,0.07,0.15,0.0,0.02,0.24,80.0,23.0,4.3,113.0,E,Microsoft
6930,2010.0,Sports,0.06,0.13,0.0,0.04,0.24,46.0,12.0,7.5,30.0,E,Sony
6935,2010.0,Role-Playing,0.08,0.01,0.13,0.01,0.24,61.0,27.0,5.4,101.0,M,Sony
6939,2012.0,Simulation,0.1,0.08,0.02,0.03,0.23,73.0,27.0,8.4,18.0,T,Sony
6940,2011.0,Role-Playing,0.16,0.06,0.0,0.02,0.23,72.0,27.0,6.8,243.0,T,
6948,2010.0,Action,0.1,0.11,0.0,0.02,0.23,77.0,24.0,8.1,31.0,T,Nintendo
6956,2014.0,Sports,0.16,0.04,0.0,0.04,0.23,59.0,24.0,5.6,86.0,E,Sony
6973,2013.0,Action,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,25.0,T,Sony
6974,2012.0,Misc,0.0,0.0,0.23,0.0,0.23,81.0,10.0,8.0,90.0,T,Sony
6975,2013.0,Role-Playing,0.05,0.02,0.14,0.02,0.23,77.0,20.0,7.5,132.0,T,Sony
6987,2011.0,Sports,0.11,0.09,0.01,0.02,0.23,70.0,37.0,6.2,12.0,E,Microsoft
6990,2012.0,Racing,0.08,0.13,0.0,0.02,0.23,75.0,53.0,6.4,53.0,E10+,Microsoft
6996,2016.0,Strategy,0.09,0.12,0.0,0.02,0.23,88.0,104.0,7.1,1221.0,T,
7004,2010.0,Action,0.17,0.05,0.0,0.02,0.23,58.0,21.0,7.8,5.0,T,Nintendo
7027,2012.0,Sports,0.09,0.1,0.0,0.04,0.23,73.0,36.0,5.2,17.0,E,Sony
7032,2012.0,Action,0.13,0.07,0.01,0.02,0.23,57.0,14.0,5.6,46.0,E,Nintendo
7038,2011.0,Misc,0.13,0.06,0.0,0.04,0.23,66.0,25.0,5.2,5.0,E,Sony
7039,2015.0,Shooter,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,M,
7050,2010.0,Racing,0.09,0.11,0.0,0.02,0.23,74.0,17.0,6.8,5.0,E,Nintendo
7063,2011.0,Fighting,0.15,0.06,0.0,0.02,0.23,71.0,12.0,7.4,7.0,T,Nintendo
7067,2012.0,Sports,0.21,0.0,0.0,0.02,0.23,75.0,9.0,6.7,30.0,E,Nintendo
7072,2015.0,Action,0.1,0.09,0.0,0.04,0.23,77.0,50.0,7.5,160.0,T,Sony
7085,2014.0,Action,0.02,0.02,0.17,0.01,0.23,82.0,5.0,8.6,42.0,T,Sony
7092,2011.0,Role-Playing,0.14,0.0,0.07,0.02,0.23,55.0,12.0,7.9,44.0,E10+,Sony
7096,2012.0,Misc,0.09,0.09,0.01,0.04,0.23,83.0,65.0,7.8,85.0,E,Sony
7105,2012.0,Shooter,0.11,0.09,0.0,0.02,0.23,76.0,16.0,8.2,1237.0,M,
7118,2013.0,Action,0.12,0.03,0.05,0.03,0.23,64.0,39.0,7.9,215.0,M,Sony
7119,2014.0,Racing,0.08,0.13,0.0,0.02,0.23,64.0,14.0,4.1,20.0,E,Microsoft
7150,2010.0,Sports,0.07,0.1,0.03,0.02,0.22,78.0,9.0,5.4,7.0,E,Nintendo
7156,2012.0,Role-Playing,0.0,0.19,0.0,0.03,0.22,69.0,51.0,5.6,751.0,M,
7165,2014.0,Action,0.0,0.08,0.12,0.02,0.22,82.0,24.0,8.4,125.0,M,Sony
7167,2011.0,Racing,0.21,0.0,0.0,0.01,0.22,42.0,5.0,3.1,9.0,E,Nintendo
7170,2011.0,Action,0.13,0.07,0.0,0.03,0.22,58.0,43.0,7.2,29.0,T,Sony
7172,2015.0,Racing,0.04,0.13,0.03,0.03,0.22,66.0,30.0,7.0,47.0,E,Sony
7174,2012.0,Adventure,0.13,0.02,0.06,0.01,0.22,54.0,35.0,6.1,28.0,T,Nintendo
7188,2011.0,Platform,0.14,0.07,0.0,0.02,0.22,69.0,33.0,7.3,33.0,T,Nintendo
7191,2012.0,Role-Playing,0.04,0.13,0.01,0.04,0.22,47.0,13.0,5.2,37.0,M,Sony
7195,2010.0,Racing,0.05,0.13,0.0,0.04,0.22,70.0,42.0,5.4,28.0,E,Sony
7206,2015.0,Simulation,0.05,0.15,0.0,0.02,0.22,72.0,16.0,7.3,117.0,T,
7212,2011.0,Shooter,0.09,0.1,0.0,0.04,0.22,81.0,21.0,7.8,25.0,E10+,Sony
7234,2016.0,Action,0.12,0.08,0.0,0.02,0.22,88.0,22.0,6.8,156.0,M,Microsoft
7235,2011.0,Action,0.13,0.06,0.0,0.03,0.22,49.0,33.0,4.8,28.0,E10+,Sony
7246,2014.0,Role-Playing,0.1,0.1,0.0,0.02,0.22,71.0,13.0,6.7,166.0,M,Microsoft
7247,2012.0,Action,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,E10+,
7255,2014.0,Action,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0,M,Nintendo
7263,2014.0,Fighting,0.14,0.06,0.0,0.02,0.22,62.0,11.0,7.3,44.0,T,Microsoft
7266,2011.0,Action,0.12,0.07,0.0,0.03,0.22,80.0,24.0,6.8,1428.0,M,
7275,2011.0,Action,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6.0,116.0,M,Microsoft
7297,2013.0,Strategy,0.1,0.08,0.0,0.04,0.21,47.0,5.0,2.0,87.0,E,Sony
7298,2010.0,Sports,0.07,0.0,0.13,0.01,0.21,80.0,27.0,8.0,17.0,E,Sony
7301,2010.0,Action,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4.0,5.0,T,Nintendo
7317,2012.0,Simulation,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0,T,Microsoft
7338,2015.0,Strategy,0.14,0.05,0.01,0.02,0.21,69.0,69.0,7.7,125.0,T,Nintendo
7339,2013.0,Shooter,0.1,0.1,0.0,0.02,0.21,68.0,30.0,6.7,118.0,M,Microsoft
7365,2012.0,Adventure,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,E,Sony
7367,2010.0,Racing,0.05,0.12,0.0,0.04,0.21,73.0,4.0,7.5,4.0,E10+,Sony
7372,2016.0,Role-Playing,0.02,0.0,0.19,0.0,0.21,68.0,12.0,7.6,16.0,T,Nintendo
7379,2013.0,Role-Playing,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,T,Sony
7384,2015.0,Action,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0,M,
7402,2016.0,Role-Playing,0.04,0.06,0.08,0.03,0.21,77.0,5.0,8.6,46.0,E10+,Sony
7403,2014.0,Action,0.06,0.01,0.12,0.02,0.21,72.0,35.0,8.4,77.0,M,Sony
7404,2011.0,Action,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,E,Nintendo
7408,2014.0,Adventure,0.1,0.07,0.0,0.04,0.21,83.0,6.0,8.4,259.0,M,Sony
7416,2012.0,Role-Playing,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,T,Nintendo
7426,2010.0,Fighting,0.11,0.06,0.0,0.04,0.21,74.0,27.0,7.0,13.0,T,Sony
7435,2014.0,Sports,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,E,Microsoft
7445,2013.0,Action,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,M,Sony
7447,2014.0,Fighting,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,T,Sony
7448,2011.0,Platform,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,E10+,Sony
7454,2010.0,Action,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,T,Microsoft
7456,2011.0,Misc,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,T,Nintendo
7458,2016.0,Platform,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,E,Nintendo
7459,2010.0,Action,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,T,Nintendo
7467,2013.0,Shooter,0.14,0.04,0.0,0.02,0.21,64.0,40.0,6.5,661.0,M,
7475,2011.0,Misc,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0,T,Microsoft
7480,2015.0,Sports,0.09,0.08,0.0,0.03,0.21,32.0,43.0,1.5,427.0,T,Sony
7481,2010.0,Sports,0.19,0.0,0.0,0.02,0.21,79.0,11.0,6.6,8.0,E,Sony
7483,2011.0,Action,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,E,Nintendo
7489,2010.0,Shooter,0.11,0.08,0.0,0.02,0.21,61.0,64.0,7.0,34.0,M,Microsoft
7498,2013.0,Shooter,0.07,0.05,0.06,0.02,0.21,61.0,30.0,5.5,102.0,T,Sony
7506,2016.0,Action,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0,M,Sony
7508,2014.0,Action,0.08,0.06,0.01,0.05,0.2,73.0,28.0,7.4,133.0,M,Sony
7512,2012.0,Action,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0,M,Sony
7519,2013.0,Shooter,0.06,0.12,0.0,0.02,0.2,52.0,33.0,5.7,110.0,M,Microsoft
7529,2011.0,Shooter,0.09,0.09,0.0,0.03,0.2,74.0,34.0,7.4,596.0,M,
7536,2013.0,Simulation,0.14,0.04,0.0,0.02,0.2,51.0,10.0,5.3,9.0,E,Nintendo
7553,2013.0,Role-Playing,0.07,0.02,0.1,0.02,0.2,53.0,44.0,7.5,80.0,T,Sony
7565,2012.0,Action,0.16,0.0,0.03,0.01,0.2,67.0,38.0,7.6,73.0,T,Nintendo
7566,2011.0,Sports,0.15,0.03,0.0,0.02,0.2,72.0,13.0,6.3,9.0,E,Sony
7576,2015.0,Sports,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,E,
7580,2013.0,Sports,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,E,Microsoft
7581,2010.0,Action,0.06,0.09,0.01,0.03,0.2,36.0,45.0,3.7,21.0,E10+,Sony
7583,2010.0,Simulation,0.11,0.07,0.0,0.02,0.2,63.0,33.0,7.2,19.0,T,Microsoft
7584,2016.0,Action,0.11,0.07,0.0,0.02,0.2,73.0,8.0,7.3,29.0,T,Microsoft
7586,2016.0,Role-Playing,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0,T,Sony
7590,2010.0,Misc,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,E,Microsoft
7613,2011.0,Role-Playing,0.09,0.09,0.0,0.02,0.2,76.0,31.0,6.5,315.0,M,
7616,2013.0,Role-Playing,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,T,Sony
7618,2012.0,Fighting,0.06,0.07,0.05,0.01,0.2,64.0,42.0,5.9,39.0,T,Nintendo
7627,2010.0,Shooter,0.1,0.07,0.02,0.02,0.2,58.0,52.0,6.1,24.0,T,Microsoft
7636,2010.0,Simulation,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0,T,Sony
7640,2015.0,Action,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,M,
7651,2012.0,Simulation,0.14,0.03,0.01,0.02,0.2,75.0,21.0,8.8,20.0,M,Microsoft
7654,2011.0,Shooter,0.06,0.04,0.08,0.02,0.2,63.0,28.0,7.0,24.0,T,Sony
7663,2012.0,Action,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,T,Sony
7674,2012.0,Action,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,M,Sony
7692,2011.0,Strategy,0.18,0.0,0.0,0.02,0.2,85.0,8.0,7.9,60.0,E10+,Sony
7701,2011.0,Fighting,0.04,0.04,0.1,0.02,0.2,73.0,10.0,7.5,27.0,T,Sony
7706,2010.0,Role-Playing,0.08,0.04,0.07,0.01,0.2,76.0,40.0,7.9,23.0,E10+,Nintendo
7711,2014.0,Action,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,M,Sony
7715,2011.0,Action,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,M,Sony
7723,2012.0,Sports,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,E,Sony
7737,2011.0,Sports,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,E,Sony
7746,2010.0,Action,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,M,Sony
7749,2010.0,Shooter,0.0,0.17,0.0,0.02,0.19,68.0,35.0,7.4,985.0,M,
7750,2011.0,Action,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,T,Sony
7756,2014.0,Role-Playing,0.08,0.09,0.0,0.03,0.19,53.0,40.0,5.9,230.0,M,Sony
7764,2010.0,Misc,0.15,0.02,0.02,0.01,0.19,63.0,30.0,5.9,7.0,E10+,Microsoft
7772,2016.0,Action,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,E10+,Nintendo
7779,2016.0,Action,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,M,
7791,2013.0,Fighting,0.11,0.07,0.0,0.02,0.19,23.0,39.0,3.0,211.0,T,Microsoft
7793,2010.0,Platform,0.16,0.02,0.0,0.02,0.19,57.0,11.0,4.5,6.0,E10+,Sony
7806,2011.0,Action,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,E10+,Nintendo
7807,2010.0,Strategy,0.0,0.15,0.0,0.04,0.19,77.0,54.0,6.2,803.0,E10+,
7809,2010.0,Shooter,0.05,0.09,0.02,0.03,0.19,43.0,34.0,5.3,21.0,M,Sony
7811,2015.0,Misc,0.12,0.05,0.0,0.02,0.19,84.0,4.0,6.1,36.0,T,Nintendo
7820,2014.0,Action,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,T,Sony
7822,2011.0,Misc,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0,E,Nintendo
7826,2010.0,Adventure,0.14,0.03,0.0,0.01,0.19,74.0,46.0,8.1,24.0,T,Microsoft
7827,2012.0,Action,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,M,Microsoft
7839,2014.0,Role-Playing,0.07,0.1,0.0,0.01,0.19,85.0,48.0,8.6,1739.0,M,
7843,2012.0,Sports,0.17,0.0,0.0,0.02,0.19,76.0,15.0,7.8,42.0,E,Sony
7848,2010.0,Action,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,E,
7851,2011.0,Fighting,0.1,0.07,0.0,0.02,0.19,68.0,11.0,7.0,8.0,T,Nintendo
7855,2010.0,Action,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0,E10+,Nintendo
7858,2010.0,Action,0.12,0.03,0.01,0.02,0.19,70.0,14.0,8.1,46.0,M,Sony
7860,2013.0,Fighting,0.09,0.08,0.0,0.02,0.19,82.0,5.0,7.9,112.0,T,Nintendo
7874,2013.0,Action,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,M,
7875,2015.0,Shooter,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,M,
7877,2013.0,Action,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,M,Nintendo
7896,2012.0,Fighting,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,T,Sony
7898,2014.0,Role-Playing,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0,T,Sony
7916,2013.0,Action,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,M,
7919,2010.0,Sports,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,T,Sony
7923,2012.0,Action,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0,M,Microsoft
7948,2011.0,Racing,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,E,
7954,2011.0,Shooter,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,T,Microsoft
7955,2010.0,Sports,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,E,Sony
7956,2013.0,Action,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,M,
7959,2014.0,Misc,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0,T,Microsoft
7961,2011.0,Action,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0,M,Sony
7963,2010.0,Role-Playing,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,T,
7967,2016.0,Role-Playing,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,T,Sony
7969,2011.0,Action,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,M,
7971,2010.0,Racing,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,E10+,Microsoft
7972,2011.0,Action,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,E10+,Sony
7975,2013.0,Role-Playing,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,T,Sony
7976,2011.0,Action,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,M,Microsoft
8006,2011.0,Shooter,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,T,Sony
8009,2011.0,Racing,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0,T,
8013,2014.0,Misc,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,E,Microsoft
8036,2014.0,Role-Playing,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,E10+,Sony
8039,2010.0,Adventure,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0,M,Sony
8049,2012.0,Shooter,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,M,Microsoft
8050,2012.0,Sports,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,E10+,Microsoft
8058,2015.0,Fighting,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,T,Sony
8060,2012.0,Action,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,E10+,Sony
8063,2014.0,Adventure,0.08,0.01,0.06,0.03,0.18,60.0,19.0,7.4,58.0,M,Sony
8064,2010.0,Action,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0,E10+,Nintendo
8070,2014.0,Racing,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,E,Sony
8081,2011.0,Fighting,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0,T,Sony
8084,2013.0,Role-Playing,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0,M,Sony
8092,2015.0,Action,0.04,0.02,0.09,0.02,0.18,71.0,4.0,7.4,34.0,M,Sony
8094,2014.0,Racing,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,E,Sony
8106,2010.0,Racing,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0,E,Microsoft
8108,2012.0,Sports,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,E,Microsoft
8109,2010.0,Platform,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0,E10+,Microsoft
8110,2010.0,Sports,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,E,Microsoft
8120,2013.0,Shooter,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,M,
8123,2010.0,Sports,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,E,
8126,2011.0,Platform,0.11,0.06,0.0,0.02,0.18,79.0,20.0,8.1,26.0,E10+,Nintendo
8129,2013.0,Action,0.1,0.06,0.0,0.02,0.18,70.0,42.0,7.5,267.0,M,Microsoft
8130,2011.0,Shooter,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,547.0,T,
8144,2015.0,Action,0.08,0.0,0.08,0.02,0.18,67.0,25.0,8.0,96.0,M,Sony
8147,2010.0,Action,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0,M,Microsoft
8149,2011.0,Misc,0.16,0.0,0.0,0.01,0.18,82.0,11.0,7.3,18.0,T,Sony
8168,2012.0,Racing,0.02,0.12,0.0,0.03,0.18,75.0,27.0,6.3,43.0,E10+,Sony
8183,2010.0,Action,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7.0,6.0,E10+,Sony
8186,2010.0,Action,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,T,Microsoft
8196,2011.0,Shooter,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,46.0,M,Sony
8199,2015.0,Sports,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0,E,Sony
8201,2010.0,Misc,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,M,Sony
8202,2014.0,Role-Playing,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,T,
8207,2014.0,Misc,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7.0,151.0,E10+,Microsoft
8222,2011.0,Racing,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0,E10+,Sony
8241,2011.0,Role-Playing,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,T,
8250,2015.0,Action,0.05,0.07,0.02,0.02,0.17,74.0,35.0,7.6,74.0,T,Sony
8252,2012.0,Role-Playing,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0,M,
8278,2013.0,Action,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0,M,Microsoft
8286,2012.0,Shooter,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,M,
8290,2011.0,Platform,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,E10+,Sony
8306,2011.0,Action,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,T,Microsoft
8309,2014.0,Misc,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0,M,Sony
8312,2011.0,Racing,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0,E,Sony
8325,2010.0,Action,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6.0,8.0,T,Sony
8339,2013.0,Role-Playing,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0,M,Sony
8340,2016.0,Role-Playing,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0,M,Microsoft
8353,2010.0,Racing,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0,E,Microsoft
8366,2012.0,Action,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0,M,Microsoft
8368,2015.0,Action,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0,T,Sony
8370,2013.0,Action,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0,E10+,
8389,2013.0,Role-Playing,0.04,0.02,0.08,0.02,0.17,70.0,38.0,7.4,129.0,T,Sony
8394,2010.0,Adventure,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,M,Microsoft
8409,2012.0,Role-Playing,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5.0,78.0,T,Sony
8415,2011.0,Action,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5.0,26.0,M,Sony
8416,2012.0,Racing,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6.0,29.0,T,Sony
8422,2015.0,Action,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0,E10+,Sony
8427,2014.0,Racing,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,E,Microsoft
8430,2011.0,Action,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0,T,Sony
8434,2010.0,Simulation,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,T,Microsoft
8438,2011.0,Sports,0.15,0.0,0.0,0.02,0.17,77.0,9.0,6.0,5.0,E,Sony
8447,2015.0,Action,0.0,0.03,0.13,0.01,0.17,76.0,4.0,6.3,17.0,T,Sony
8454,2015.0,Role-Playing,0.04,0.0,0.12,0.0,0.17,77.0,26.0,8.2,38.0,T,Nintendo
8464,2016.0,Action,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,M,
8476,2011.0,Racing,0.06,0.09,0.0,0.02,0.16,64.0,7.0,6.2,10.0,T,Nintendo
8481,2014.0,Fighting,0.05,0.0,0.09,0.01,0.16,66.0,13.0,8.2,29.0,T,Sony
8488,2010.0,Action,0.08,0.06,0.0,0.02,0.16,42.0,31.0,4.1,17.0,T,Microsoft
8492,2016.0,Platform,0.09,0.06,0.0,0.01,0.16,72.0,46.0,4.4,266.0,T,Microsoft
8494,2011.0,Strategy,0.06,0.1,0.0,0.0,0.16,47.0,29.0,3.0,350.0,T,
8496,2011.0,Racing,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.8,13.0,E,Nintendo
8503,2011.0,Adventure,0.07,0.05,0.03,0.01,0.16,53.0,19.0,6.1,8.0,E10+,Nintendo
8517,2010.0,Simulation,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0,T,Microsoft
8518,2011.0,Action,0.09,0.05,0.0,0.02,0.16,76.0,43.0,8.2,29.0,T,Nintendo
8519,2015.0,Simulation,0.05,0.0,0.1,0.01,0.16,72.0,28.0,6.8,15.0,E10+,Nintendo
8520,2012.0,Action,0.12,0.02,0.0,0.03,0.16,66.0,8.0,3.7,20.0,E,Sony
8524,2011.0,Action,0.07,0.05,0.03,0.01,0.16,75.0,44.0,7.0,47.0,T,Microsoft
8538,2014.0,Action,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7.0,130.0,M,Microsoft
